location_name,joinpoint_model,aapc_index,start_obs,end_obs,aapc,aapc_c_i_low,aapc_c_i_high,statistically_significant_0_no_1_yes,test_statistic,p_value,p_value_label,legend,Year,Value,max_joinpoints_setting,selected_joinpoints
Burkina Faso,2,Full Range,2010,2023,-2.87,-2.93,-2.8,1,-84.784,0,***,"2010~2023
-2.87(-2.93~-2.80)***",2010~2023,-2.87 (-2.93~-2.80),2,2
Burundi,2,Full Range,2010,2023,-1.82,-1.85,-1.8,1,-165.043,0,***,"2010~2023
-1.82(-1.85~-1.80)***",2010~2023,-1.82 (-1.85~-1.80),2,2
Cabo Verde,2,Full Range,2010,2023,-3.77,-3.82,-3.71,1,-132.481,0,***,"2010~2023
-3.77(-3.82~-3.71)***",2010~2023,-3.77 (-3.82~-3.71),2,2
Cambodia,2,Full Range,2010,2023,-1.59,-1.63,-1.55,1,-74.372,0,***,"2010~2023
-1.59(-1.63~-1.55)***",2010~2023,-1.59 (-1.63~-1.55),2,2
Cameroon,2,Full Range,2010,2023,-3.78,-3.82,-3.73,1,-162.566,0,***,"2010~2023
-3.78(-3.82~-3.73)***",2010~2023,-3.78 (-3.82~-3.73),2,2
Canada,2,Full Range,2010,2023,-0.07,-0.09,-0.06,1,-7.964,0,***,"2010~2023
-0.07(-0.09~-0.06)***",2010~2023,-0.07 (-0.09~-0.06),2,2
Central African Republic,1,Full Range,2010,2023,-1.22,-1.36,-1.08,1,-16.955,0,***,"2010~2023
-1.22(-1.36~-1.08)***",2010~2023,-1.22 (-1.36~-1.08),2,1
Chad,2,Full Range,2010,2023,-3.06,-3.1,-3.01,1,-129.403,0,***,"2010~2023
-3.06(-3.10~-3.01)***",2010~2023,-3.06 (-3.10~-3.01),2,2
Chile,2,Full Range,2010,2023,-2.19,-2.24,-2.15,1,-94.366,0,***,"2010~2023
-2.19(-2.24~-2.15)***",2010~2023,-2.19 (-2.24~-2.15),2,2
China,1,Full Range,2010,2023,-0.03,-0.04,-0.01,1,-4.471,0,***,"2010~2023
-0.03(-0.04~-0.01)***",2010~2023,-0.03 (-0.04~-0.01),2,1
Colombia,2,Full Range,2010,2023,-2.94,-2.99,-2.89,1,-118.249,0,***,"2010~2023
-2.94(-2.99~-2.89)***",2010~2023,-2.94 (-2.99~-2.89),2,2
Comoros,1,Full Range,2010,2023,-1.9,-1.99,-1.8,1,-40.084,0,***,"2010~2023
-1.90(-1.99~-1.80)***",2010~2023,-1.90 (-1.99~-1.80),2,1
Congo,1,Full Range,2010,2023,-2.4,-2.62,-2.19,1,-21.458,0,***,"2010~2023
-2.40(-2.62~-2.19)***",2010~2023,-2.40 (-2.62~-2.19),2,1
Cook Islands,1,Full Range,2010,2023,-1,-1.03,-0.97,1,-65.161,0,***,"2010~2023
-1.00(-1.03~-0.97)***",2010~2023,-1.00 (-1.03~-0.97),2,1
Costa Rica,2,Full Range,2010,2023,-2.56,-2.59,-2.53,1,-175.711,0,***,"2010~2023
-2.56(-2.59~-2.53)***",2010~2023,-2.56 (-2.59~-2.53),2,2
Croatia,1,Full Range,2010,2023,-2.58,-2.66,-2.49,1,-60.809,0,***,"2010~2023
-2.58(-2.66~-2.49)***",2010~2023,-2.58 (-2.66~-2.49),2,1
Cuba,1,Full Range,2010,2023,-2.35,-2.39,-2.31,1,-120.829,0,***,"2010~2023
-2.35(-2.39~-2.31)***",2010~2023,-2.35 (-2.39~-2.31),2,1
Cyprus,1,Full Range,2010,2023,-2.19,-2.25,-2.13,1,-72.909,0,***,"2010~2023
-2.19(-2.25~-2.13)***",2010~2023,-2.19 (-2.25~-2.13),2,1
Czechia,1,Full Range,2010,2023,-2.14,-2.21,-2.06,1,-56.922,0,***,"2010~2023
-2.14(-2.21~-2.06)***",2010~2023,-2.14 (-2.21~-2.06),2,1
Côte d'Ivoire,2,Full Range,2010,2023,-3.68,-3.74,-3.62,1,-116.689,0,***,"2010~2023
-3.68(-3.74~-3.62)***",2010~2023,-3.68 (-3.74~-3.62),2,2
Democratic People's Republic of Korea,2,Full Range,2010,2023,-1.7,-1.72,-1.68,1,-158.031,0,***,"2010~2023
-1.70(-1.72~-1.68)***",2010~2023,-1.70 (-1.72~-1.68),2,2
Democratic Republic of the Congo,1,Full Range,2010,2023,-2.32,-2.48,-2.16,1,-27.406,0,***,"2010~2023
-2.32(-2.48~-2.16)***",2010~2023,-2.32 (-2.48~-2.16),2,1
Denmark,1,Full Range,2010,2023,-2.21,-2.26,-2.17,1,-93.029,0,***,"2010~2023
-2.21(-2.26~-2.17)***",2010~2023,-2.21 (-2.26~-2.17),2,1
Djibouti,1,Full Range,2010,2023,-3.75,-3.82,-3.68,1,-105.492,0,***,"2010~2023
-3.75(-3.82~-3.68)***",2010~2023,-3.75 (-3.82~-3.68),2,1
Dominica,2,Full Range,2010,2023,-1.86,-1.89,-1.83,1,-117.369,0,***,"2010~2023
-1.86(-1.89~-1.83)***",2010~2023,-1.86 (-1.89~-1.83),2,2
Dominican Republic,2,Full Range,2010,2023,-2.09,-2.22,-1.97,1,-33.44,0,***,"2010~2023
-2.09(-2.22~-1.97)***",2010~2023,-2.09 (-2.22~-1.97),2,2
Ecuador,1,Full Range,2010,2023,-2.83,-2.92,-2.74,1,-60.945,0,***,"2010~2023
-2.83(-2.92~-2.74)***",2010~2023,-2.83 (-2.92~-2.74),2,1
Egypt,2,Full Range,2010,2023,-1.78,-1.87,-1.7,1,-40.439,0,***,"2010~2023
-1.78(-1.87~-1.70)***",2010~2023,-1.78 (-1.87~-1.70),2,2
El Salvador,2,Full Range,2010,2023,-2.51,-2.53,-2.49,1,-253.092,0,***,"2010~2023
-2.51(-2.53~-2.49)***",2010~2023,-2.51 (-2.53~-2.49),2,2
Equatorial Guinea,1,Full Range,2010,2023,-2.59,-2.81,-2.38,1,-23.147,0,***,"2010~2023
-2.59(-2.81~-2.38)***",2010~2023,-2.59 (-2.81~-2.38),2,1
Eritrea,2,Full Range,2010,2023,-2.17,-2.23,-2.11,1,-66.306,0,***,"2010~2023
-2.17(-2.23~-2.11)***",2010~2023,-2.17 (-2.23~-2.11),2,2
Estonia,2,Full Range,2010,2023,-2.51,-2.65,-2.38,1,-35.724,0,***,"2010~2023
-2.51(-2.65~-2.38)***",2010~2023,-2.51 (-2.65~-2.38),2,2
Eswatini,1,Full Range,2010,2023,-2.77,-2.88,-2.65,1,-46.264,0,***,"2010~2023
-2.77(-2.88~-2.65)***",2010~2023,-2.77 (-2.88~-2.65),2,1
Ethiopia,1,Full Range,2010,2023,-0.54,-0.57,-0.5,1,-28.813,0,***,"2010~2023
-0.54(-0.57~-0.50)***",2010~2023,-0.54 (-0.57~-0.50),2,1
Fiji,2,Full Range,2010,2023,-0.65,-0.68,-0.61,1,-36.103,0,***,"2010~2023
-0.65(-0.68~-0.61)***",2010~2023,-0.65 (-0.68~-0.61),2,2
Finland,1,Full Range,2010,2023,-2.19,-2.24,-2.13,1,-79.214,0,***,"2010~2023
-2.19(-2.24~-2.13)***",2010~2023,-2.19 (-2.24~-2.13),2,1
France,1,Full Range,2010,2023,-2.28,-2.32,-2.24,1,-108.785,0,***,"2010~2023
-2.28(-2.32~-2.24)***",2010~2023,-2.28 (-2.32~-2.24),2,1
Gabon,1,Full Range,2010,2023,-2.78,-3.02,-2.53,1,-22.093,0,***,"2010~2023
-2.78(-3.02~-2.53)***",2010~2023,-2.78 (-3.02~-2.53),2,1
Gambia,1,Full Range,2010,2023,-3.51,-3.55,-3.47,1,-159.733,0,***,"2010~2023
-3.51(-3.55~-3.47)***",2010~2023,-3.51 (-3.55~-3.47),2,1
Georgia,1,Full Range,2010,2023,-2.31,-2.47,-2.14,1,-27.555,0,***,"2010~2023
-2.31(-2.47~-2.14)***",2010~2023,-2.31 (-2.47~-2.14),2,1
Germany,1,Full Range,2010,2023,-2.06,-2.09,-2.03,1,-123.824,0,***,"2010~2023
-2.06(-2.09~-2.03)***",2010~2023,-2.06 (-2.09~-2.03),2,1
Ghana,2,Full Range,2010,2023,-3.49,-3.57,-3.4,1,-81.739,0,***,"2010~2023
-3.49(-3.57~-3.40)***",2010~2023,-3.49 (-3.57~-3.40),2,2
Greece,1,Full Range,2010,2023,-1.68,-1.74,-1.62,1,-54.163,0,***,"2010~2023
-1.68(-1.74~-1.62)***",2010~2023,-1.68 (-1.74~-1.62),2,1
Greenland,2,Full Range,2010,2023,-0.75,-0.81,-0.69,1,-23.528,0,***,"2010~2023
-0.75(-0.81~-0.69)***",2010~2023,-0.75 (-0.81~-0.69),2,2
Grenada,1,Full Range,2010,2023,-2.39,-2.43,-2.34,1,-111.918,0,***,"2010~2023
-2.39(-2.43~-2.34)***",2010~2023,-2.39 (-2.43~-2.34),2,1
Guam,2,Full Range,2010,2023,-0.28,-0.32,-0.25,1,-15.196,0,***,"2010~2023
-0.28(-0.32~-0.25)***",2010~2023,-0.28 (-0.32~-0.25),2,2
Guatemala,2,Full Range,2010,2023,-2.2,-2.23,-2.16,1,-128.675,0,***,"2010~2023
-2.20(-2.23~-2.16)***",2010~2023,-2.20 (-2.23~-2.16),2,2
Guinea,2,Full Range,2010,2023,-3.24,-3.31,-3.17,1,-88.413,0,***,"2010~2023
-3.24(-3.31~-3.17)***",2010~2023,-3.24 (-3.31~-3.17),2,2
Guinea-Bissau,2,Full Range,2010,2023,-3.24,-3.29,-3.19,1,-122.578,0,***,"2010~2023
-3.24(-3.29~-3.19)***",2010~2023,-3.24 (-3.29~-3.19),2,2
Guyana,2,Full Range,2010,2023,-2.59,-2.66,-2.52,1,-68.929,0,***,"2010~2023
-2.59(-2.66~-2.52)***",2010~2023,-2.59 (-2.66~-2.52),2,2
Haiti,1,Full Range,2010,2023,-1.64,-1.66,-1.62,1,-167.932,0,***,"2010~2023
-1.64(-1.66~-1.62)***",2010~2023,-1.64 (-1.66~-1.62),2,1
Honduras,2,Full Range,2010,2023,-2.06,-2.11,-2.01,1,-79.777,0,***,"2010~2023
-2.06(-2.11~-2.01)***",2010~2023,-2.06 (-2.11~-2.01),2,2
Hungary,2,Full Range,2010,2023,-2.52,-2.57,-2.47,1,-90.86,0,***,"2010~2023
-2.52(-2.57~-2.47)***",2010~2023,-2.52 (-2.57~-2.47),2,2
Iceland,0,Full Range,2010,2023,-1.95,-1.97,-1.93,1,-215.122,0,***,"2010~2023
-1.95(-1.97~-1.93)***",2010~2023,-1.95 (-1.97~-1.93),2,0
India,2,Full Range,2010,2023,-0.12,-0.24,-0,1,-1.961,0.05,,"2010~2023
-0.12(-0.24~-0.00)",2010~2023,-0.12 (-0.24~-0.00),2,2
Indonesia,2,Full Range,2010,2023,-0.55,-0.56,-0.54,1,-87.97,0,***,"2010~2023
-0.55(-0.56~-0.54)***",2010~2023,-0.55 (-0.56~-0.54),2,2
Iran (Islamic Republic of),2,Full Range,2010,2023,-0.67,-0.71,-0.63,1,-30.819,0,***,"2010~2023
-0.67(-0.71~-0.63)***",2010~2023,-0.67 (-0.71~-0.63),2,2
Iraq,1,Full Range,2010,2023,-2.91,-2.95,-2.86,1,-123.459,0,***,"2010~2023
-2.91(-2.95~-2.86)***",2010~2023,-2.91 (-2.95~-2.86),2,1
Ireland,2,Full Range,2010,2023,-2.38,-2.46,-2.3,1,-55.871,0,***,"2010~2023
-2.38(-2.46~-2.30)***",2010~2023,-2.38 (-2.46~-2.30),2,2
Israel,1,Full Range,2010,2023,-2.25,-2.31,-2.18,1,-64.591,0,***,"2010~2023
-2.25(-2.31~-2.18)***",2010~2023,-2.25 (-2.31~-2.18),2,1
Italy,0,Full Range,2010,2023,-0.92,-1.1,-0.75,1,-11.415,0,***,"2010~2023
-0.92(-1.10~-0.75)***",2010~2023,-0.92 (-1.10~-0.75),2,0
Jamaica,2,Full Range,2010,2023,-1.87,-1.92,-1.82,1,-71.437,0,***,"2010~2023
-1.87(-1.92~-1.82)***",2010~2023,-1.87 (-1.92~-1.82),2,2
Japan,1,Full Range,2010,2023,-2.3,-2.37,-2.23,1,-63.881,0,***,"2010~2023
-2.30(-2.37~-2.23)***",2010~2023,-2.30 (-2.37~-2.23),2,1
Jordan,2,Full Range,2010,2023,-2.54,-2.6,-2.48,1,-84.014,0,***,"2010~2023
-2.54(-2.60~-2.48)***",2010~2023,-2.54 (-2.60~-2.48),2,2
Kazakhstan,2,Full Range,2010,2023,-3.27,-3.5,-3.03,1,-26.854,0,***,"2010~2023
-3.27(-3.50~-3.03)***",2010~2023,-3.27 (-3.50~-3.03),2,2
Kenya,1,Full Range,2010,2023,-0.47,-0.48,-0.45,1,-64.02,0,***,"2010~2023
-0.47(-0.48~-0.45)***",2010~2023,-0.47 (-0.48~-0.45),2,1
Kiribati,1,Full Range,2010,2023,-0.42,-0.45,-0.4,1,-30.23,0,***,"2010~2023
-0.42(-0.45~-0.40)***",2010~2023,-0.42 (-0.45~-0.40),2,1
Kuwait,1,Full Range,2010,2023,-2.31,-2.37,-2.25,1,-76.134,0,***,"2010~2023
-2.31(-2.37~-2.25)***",2010~2023,-2.31 (-2.37~-2.25),2,1
Kyrgyzstan,1,Full Range,2010,2023,-2.79,-2.88,-2.7,1,-61.106,0,***,"2010~2023
-2.79(-2.88~-2.70)***",2010~2023,-2.79 (-2.88~-2.70),2,1
Lao People's Democratic Republic,1,Full Range,2010,2023,-2.17,-2.23,-2.1,1,-62.985,0,***,"2010~2023
-2.17(-2.23~-2.10)***",2010~2023,-2.17 (-2.23~-2.10),2,1
Latvia,2,Full Range,2010,2023,-2.72,-2.83,-2.61,1,-49.662,0,***,"2010~2023
-2.72(-2.83~-2.61)***",2010~2023,-2.72 (-2.83~-2.61),2,2
Lebanon,2,Full Range,2010,2023,-2.3,-2.32,-2.27,1,-180.297,0,***,"2010~2023
-2.30(-2.32~-2.27)***",2010~2023,-2.30 (-2.32~-2.27),2,2
Lesotho,2,Full Range,2010,2023,-2.24,-2.38,-2.11,1,-32.618,0,***,"2010~2023
-2.24(-2.38~-2.11)***",2010~2023,-2.24 (-2.38~-2.11),2,2
Liberia,2,Full Range,2010,2023,-3.44,-3.52,-3.35,1,-77.553,0,***,"2010~2023
-3.44(-3.52~-3.35)***",2010~2023,-3.44 (-3.52~-3.35),2,2
Libya,1,Full Range,2010,2023,-1,-1.21,-0.79,1,-9.146,0,***,"2010~2023
-1.00(-1.21~-0.79)***",2010~2023,-1.00 (-1.21~-0.79),2,1
Lithuania,2,Full Range,2010,2023,-2.6,-2.69,-2.51,1,-55.581,0,***,"2010~2023
-2.60(-2.69~-2.51)***",2010~2023,-2.60 (-2.69~-2.51),2,2
Luxembourg,2,Full Range,2010,2023,-2.14,-2.17,-2.11,1,-124.677,0,***,"2010~2023
-2.14(-2.17~-2.11)***",2010~2023,-2.14 (-2.17~-2.11),2,2
Madagascar,2,Full Range,2010,2023,-2.13,-2.17,-2.09,1,-99.229,0,***,"2010~2023
-2.13(-2.17~-2.09)***",2010~2023,-2.13 (-2.17~-2.09),2,2
Malawi,1,Full Range,2010,2023,-2.96,-2.99,-2.92,1,-170.092,0,***,"2010~2023
-2.96(-2.99~-2.92)***",2010~2023,-2.96 (-2.99~-2.92),2,1
Malaysia,1,Full Range,2010,2023,-0.75,-0.77,-0.74,1,-111.836,0,***,"2010~2023
-0.75(-0.77~-0.74)***",2010~2023,-0.75 (-0.77~-0.74),2,1
Maldives,2,Full Range,2010,2023,-0.72,-0.76,-0.68,1,-35.161,0,***,"2010~2023
-0.72(-0.76~-0.68)***",2010~2023,-0.72 (-0.76~-0.68),2,2
Mali,2,Full Range,2010,2023,-3.21,-3.28,-3.14,1,-85.539,0,***,"2010~2023
-3.21(-3.28~-3.14)***",2010~2023,-3.21 (-3.28~-3.14),2,2
Malta,1,Full Range,2010,2023,-2.4,-2.44,-2.37,1,-119.435,0,***,"2010~2023
-2.40(-2.44~-2.37)***",2010~2023,-2.40 (-2.44~-2.37),2,1
Marshall Islands,2,Full Range,2010,2023,-0.62,-0.64,-0.6,1,-52.489,0,***,"2010~2023
-0.62(-0.64~-0.60)***",2010~2023,-0.62 (-0.64~-0.60),2,2
Mauritania,2,Full Range,2010,2023,-4.2,-4.27,-4.13,1,-111.737,0,***,"2010~2023
-4.20(-4.27~-4.13)***",2010~2023,-4.20 (-4.27~-4.13),2,2
Mauritius,2,Full Range,2010,2023,-0.61,-0.65,-0.57,1,-30.798,0,***,"2010~2023
-0.61(-0.65~-0.57)***",2010~2023,-0.61 (-0.65~-0.57),2,2
Mexico,2,Full Range,2010,2023,-2.19,-2.23,-2.16,1,-128.281,0,***,"2010~2023
-2.19(-2.23~-2.16)***",2010~2023,-2.19 (-2.23~-2.16),2,2
Micronesia (Federated States of),2,Full Range,2010,2023,-0.62,-0.65,-0.59,1,-47.627,0,***,"2010~2023
-0.62(-0.65~-0.59)***",2010~2023,-0.62 (-0.65~-0.59),2,2
Monaco,1,Full Range,2010,2023,-2.02,-2.04,-2,1,-181.167,0,***,"2010~2023
-2.02(-2.04~-2.00)***",2010~2023,-2.02 (-2.04~-2.00),2,1
Mongolia,2,Full Range,2010,2023,-2.61,-2.72,-2.5,1,-45.916,0,***,"2010~2023
-2.61(-2.72~-2.50)***",2010~2023,-2.61 (-2.72~-2.50),2,2
Montenegro,1,Full Range,2010,2023,-2.56,-2.64,-2.48,1,-61.759,0,***,"2010~2023
-2.56(-2.64~-2.48)***",2010~2023,-2.56 (-2.64~-2.48),2,1
Morocco,1,Full Range,2010,2023,-2.7,-2.73,-2.67,1,-162.188,0,***,"2010~2023
-2.70(-2.73~-2.67)***",2010~2023,-2.70 (-2.73~-2.67),2,1
Mozambique,2,Full Range,2010,2023,-2.14,-2.2,-2.1,1,-81.929,0,***,"2010~2023
-2.14(-2.20~-2.10)***",2010~2023,-2.14 (-2.20~-2.10),2,2
Myanmar,1,Full Range,2010,2023,-0.91,-0.93,-0.89,1,-102.305,0,***,"2010~2023
-0.91(-0.93~-0.89)***",2010~2023,-0.91 (-0.93~-0.89),2,1
Namibia,1,Full Range,2010,2023,-2.97,-3.06,-2.88,1,-64.676,0,***,"2010~2023
-2.97(-3.06~-2.88)***",2010~2023,-2.97 (-3.06~-2.88),2,1
Nauru,2,Full Range,2010,2023,-1.09,-1.12,-1.05,1,-65.774,0,***,"2010~2023
-1.09(-1.12~-1.05)***",2010~2023,-1.09 (-1.12~-1.05),2,2
Nepal,1,Full Range,2010,2023,-2.6,-2.69,-2.51,1,-53.567,0,***,"2010~2023
-2.60(-2.69~-2.51)***",2010~2023,-2.60 (-2.69~-2.51),2,1
Netherlands,1,Full Range,2010,2023,-2.06,-2.11,-2,1,-69.524,0,***,"2010~2023
-2.06(-2.11~-2.00)***",2010~2023,-2.06 (-2.11~-2.00),2,1
New Zealand,1,Full Range,2010,2023,-1.71,-1.77,-1.65,1,-55.171,0,***,"2010~2023
-1.71(-1.77~-1.65)***",2010~2023,-1.71 (-1.77~-1.65),2,1
Nicaragua,2,Full Range,2010,2023,-2.61,-2.66,-2.56,1,-99.902,0,***,"2010~2023
-2.61(-2.66~-2.56)***",2010~2023,-2.61 (-2.66~-2.56),2,2
Niger,2,Full Range,2010,2023,-2.83,-2.9,-2.77,1,-81.736,0,***,"2010~2023
-2.83(-2.90~-2.77)***",2010~2023,-2.83 (-2.90~-2.77),2,2
Nigeria,2,Full Range,2010,2023,-3.5,-3.54,-3.46,1,-158.243,0,***,"2010~2023
-3.50(-3.54~-3.46)***",2010~2023,-3.50 (-3.54~-3.46),2,2
Niue,2,Full Range,2010,2023,-0.74,-0.77,-0.71,1,-46.094,0,***,"2010~2023
-0.74(-0.77~-0.71)***",2010~2023,-0.74 (-0.77~-0.71),2,2
North Macedonia,1,Full Range,2010,2023,-2.21,-2.27,-2.14,1,-64.635,0,***,"2010~2023
-2.21(-2.27~-2.14)***",2010~2023,-2.21 (-2.27~-2.14),2,1
Northern Mariana Islands,2,Full Range,2010,2023,-0.53,-0.6,-0.46,1,-14.167,0,***,"2010~2023
-0.53(-0.60~-0.46)***",2010~2023,-0.53 (-0.60~-0.46),2,2
Norway,2,Full Range,2010,2023,-2.02,-2.06,-1.98,1,-98.151,0,***,"2010~2023
-2.02(-2.06~-1.98)***",2010~2023,-2.02 (-2.06~-1.98),2,2
Oman,1,Full Range,2010,2023,-2.86,-2.92,-2.81,1,-96.126,0,***,"2010~2023
-2.86(-2.92~-2.81)***",2010~2023,-2.86 (-2.92~-2.81),2,1
Pakistan,2,Full Range,2010,2023,-2.87,-2.89,-2.85,1,-279.232,0,***,"2010~2023
-2.87(-2.89~-2.85)***",2010~2023,-2.87 (-2.89~-2.85),2,2
Palau,2,Full Range,2010,2023,-0.58,-0.61,-0.54,1,-31.717,0,***,"2010~2023
-0.58(-0.61~-0.54)***",2010~2023,-0.58 (-0.61~-0.54),2,2
Palestine,1,Full Range,2010,2023,-2.7,-2.74,-2.66,1,-135.282,0,***,"2010~2023
-2.70(-2.74~-2.66)***",2010~2023,-2.70 (-2.74~-2.66),2,1
Panama,1,Full Range,2010,2023,-2.83,-2.96,-2.71,1,-44.328,0,***,"2010~2023
-2.83(-2.96~-2.71)***",2010~2023,-2.83 (-2.96~-2.71),2,1
Papua New Guinea,1,Full Range,2010,2023,-0.47,-0.5,-0.44,1,-29.378,0,***,"2010~2023
-0.47(-0.50~-0.44)***",2010~2023,-0.47 (-0.50~-0.44),2,1
Paraguay,2,Full Range,2010,2023,-2.54,-2.62,-2.47,1,-68.677,0,***,"2010~2023
-2.54(-2.62~-2.47)***",2010~2023,-2.54 (-2.62~-2.47),2,2
Peru,1,Full Range,2010,2023,-3.19,-3.28,-3.1,1,-69.877,0,***,"2010~2023
-3.19(-3.28~-3.10)***",2010~2023,-3.19 (-3.28~-3.10),2,1
Philippines,2,Full Range,2010,2023,-0.01,-0.01,-0,1,-2.367,0.018,*,"2010~2023
-0.01(-0.01~-0.00)*",2010~2023,-0.01 (-0.01~-0.00),2,2
Poland,1,Full Range,2010,2023,-2.6,-2.65,-2.54,1,-85.738,0,***,"2010~2023
-2.60(-2.65~-2.54)***",2010~2023,-2.60 (-2.65~-2.54),2,1
Portugal,1,Full Range,2010,2023,-2.42,-2.48,-2.36,1,-76.589,0,***,"2010~2023
-2.42(-2.48~-2.36)***",2010~2023,-2.42 (-2.48~-2.36),2,1
Puerto Rico,2,Full Range,2010,2023,-2.33,-2.37,-2.29,1,-108.492,0,***,"2010~2023
-2.33(-2.37~-2.29)***",2010~2023,-2.33 (-2.37~-2.29),2,2
Qatar,2,Full Range,2010,2023,-3.06,-3.25,-2.87,1,-31.11,0,***,"2010~2023
-3.06(-3.25~-2.87)***",2010~2023,-3.06 (-3.25~-2.87),2,2
Republic of Korea,1,Full Range,2010,2023,-2.69,-2.8,-2.59,1,-49.26,0,***,"2010~2023
-2.69(-2.80~-2.59)***",2010~2023,-2.69 (-2.80~-2.59),2,1
Republic of Moldova,1,Full Range,2010,2023,-3.19,-3.25,-3.13,1,-109.085,0,***,"2010~2023
-3.19(-3.25~-3.13)***",2010~2023,-3.19 (-3.25~-3.13),2,1
Romania,1,Full Range,2010,2023,-2.62,-2.71,-2.54,1,-62.492,0,***,"2010~2023
-2.62(-2.71~-2.54)***",2010~2023,-2.62 (-2.71~-2.54),2,1
Russian Federation,2,Full Range,2010,2023,-2.95,-3.03,-2.88,1,-80.153,0,***,"2010~2023
-2.95(-3.03~-2.88)***",2010~2023,-2.95 (-3.03~-2.88),2,2
Rwanda,1,Full Range,2010,2023,-2.6,-2.63,-2.57,1,-180.248,0,***,"2010~2023
-2.60(-2.63~-2.57)***",2010~2023,-2.60 (-2.63~-2.57),2,1
Saint Kitts and Nevis,2,Full Range,2010,2023,-2.05,-2.11,-2,1,-73.257,0,***,"2010~2023
-2.05(-2.11~-2.00)***",2010~2023,-2.05 (-2.11~-2.00),2,2
Saint Lucia,2,Full Range,2010,2023,-2,-2.05,-1.96,1,-82.789,0,***,"2010~2023
-2.00(-2.05~-1.96)***",2010~2023,-2.00 (-2.05~-1.96),2,2
Saint Vincent and the Grenadines,1,Full Range,2010,2023,-2.05,-2.12,-1.98,1,-57.707,0,***,"2010~2023
-2.05(-2.12~-1.98)***",2010~2023,-2.05 (-2.12~-1.98),2,1
Samoa,2,Full Range,2010,2023,-0.62,-0.7,-0.54,1,-15.253,0,***,"2010~2023
-0.62(-0.70~-0.54)***",2010~2023,-0.62 (-0.70~-0.54),2,2
San Marino,0,Full Range,2010,2023,-1.82,-1.84,-1.79,1,-157.694,0,***,"2010~2023
-1.82(-1.84~-1.79)***",2010~2023,-1.82 (-1.84~-1.79),2,0
Sao Tome and Principe,2,Full Range,2010,2023,-4.03,-4.13,-3.92,1,-74.06,0,***,"2010~2023
-4.03(-4.13~-3.92)***",2010~2023,-4.03 (-4.13~-3.92),2,2
Saudi Arabia,2,Full Range,2010,2023,-3.25,-3.38,-3.12,1,-47.294,0,***,"2010~2023
-3.25(-3.38~-3.12)***",2010~2023,-3.25 (-3.38~-3.12),2,2
Senegal,2,Full Range,2010,2023,-3.42,-3.48,-3.37,1,-118.612,0,***,"2010~2023
-3.42(-3.48~-3.37)***",2010~2023,-3.42 (-3.48~-3.37),2,2
Serbia,1,Full Range,2010,2023,-2.69,-2.77,-2.62,1,-69.266,0,***,"2010~2023
-2.69(-2.77~-2.62)***",2010~2023,-2.69 (-2.77~-2.62),2,1
Seychelles,2,Full Range,2010,2023,-0.5,-0.52,-0.49,1,-60.028,0,***,"2010~2023
-0.50(-0.52~-0.49)***",2010~2023,-0.50 (-0.52~-0.49),2,2
Sierra Leone,2,Full Range,2010,2023,-3.57,-3.61,-3.52,1,-159.874,0,***,"2010~2023
-3.57(-3.61~-3.52)***",2010~2023,-3.57 (-3.61~-3.52),2,2
Singapore,2,Full Range,2010,2023,-2.67,-2.79,-2.56,1,-45.748,0,***,"2010~2023
-2.67(-2.79~-2.56)***",2010~2023,-2.67 (-2.79~-2.56),2,2
Slovakia,2,Full Range,2010,2023,-2.51,-2.58,-2.44,1,-67.157,0,***,"2010~2023
-2.51(-2.58~-2.44)***",2010~2023,-2.51 (-2.58~-2.44),2,2
Slovenia,1,Full Range,2010,2023,-2.5,-2.6,-2.4,1,-48.763,0,***,"2010~2023
-2.50(-2.60~-2.40)***",2010~2023,-2.50 (-2.60~-2.40),2,1
Solomon Islands,1,Full Range,2010,2023,-0.57,-0.6,-0.53,1,-30.987,0,***,"2010~2023
-0.57(-0.60~-0.53)***",2010~2023,-0.57 (-0.60~-0.53),2,1
Somalia,2,Full Range,2010,2023,-2.34,-2.49,-2.18,1,-29.256,0,***,"2010~2023
-2.34(-2.49~-2.18)***",2010~2023,-2.34 (-2.49~-2.18),2,2
South Africa,2,Full Range,2010,2023,-0.26,-0.27,-0.24,1,-30.633,0,***,"2010~2023
-0.26(-0.27~-0.24)***",2010~2023,-0.26 (-0.27~-0.24),2,2
South Sudan,2,Full Range,2010,2023,-2,-2.02,-1.97,1,-142.512,0,***,"2010~2023
-2.00(-2.02~-1.97)***",2010~2023,-2.00 (-2.02~-1.97),2,2
Spain,0,Full Range,2010,2023,-2.55,-2.58,-2.52,1,-201.931,0,***,"2010~2023
-2.55(-2.58~-2.52)***",2010~2023,-2.55 (-2.58~-2.52),2,0
Sri Lanka,2,Full Range,2010,2023,0.18,0.13,0.23,1,7.184,0,***,"2010~2023
0.18(0.13~0.23)***",2010~2023,0.18 (0.13~0.23),2,2
Sudan,1,Full Range,2010,2023,-2.63,-2.67,-2.59,1,-128.192,0,***,"2010~2023
-2.63(-2.67~-2.59)***",2010~2023,-2.63 (-2.67~-2.59),2,1
Suriname,2,Full Range,2010,2023,-2.14,-2.17,-2.12,1,-139.931,0,***,"2010~2023
-2.14(-2.17~-2.12)***",2010~2023,-2.14 (-2.17~-2.12),2,2
